mol,rseq,mseq,S,E_conf,E_place,E_score1
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,25,-6.5332899,68.808754,-60.904175,-6.5332899
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,26,-5.9446373,68.813156,-71.78405,-5.9446373
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,27,-5.8235979,68.819649,-73.295586,-5.8235979
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,28,-4.7802973,68.898193,-70.189438,-4.7802973
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,29,-5.7643704,68.927505,-81.854164,-5.7643704
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,30,-5.5113859,68.958717,-63.637608,-5.5113859
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,31,-6.0136585,69.046135,-67.776192,-6.0136585
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,32,-5.6225657,69.145187,-71.791092,-5.6225657
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,33,-5.8952212,69.224541,-68.546913,-5.8952212
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,34,-7.1226721,69.322762,-73.784836,-7.1226721
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,35,-4.9114799,69.481789,-70.899734,-4.9114799
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,36,-5.3834553,69.565704,-54.082752,-5.3834553
Ic1cc(cc(I)c1Oc1cc(C)c(O)cc1)CC1NC(=O)NC1=O,1,13,-6.4830012,40.209366,-78.721962,-6.4830012
Ic1cc(cc(I)c1Oc1cc(C)c(O)cc1)CC1NC(=O)NC1=O,1,14,-5.340251,40.491035,-85.21946,-5.340251
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,15,-8.4454832,68.049744,-86.916687,-8.4454832
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,16,-4.3198457,68.222099,-71.042404,-4.3198457
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,17,-5.3146024,68.23555,-71.805214,-5.3146024
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,18,-5.7173553,68.342232,-67.380608,-5.7173553
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,19,-6.0514317,68.369003,-69.701675,-6.0514317
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,20,-4.6231127,68.424706,-66.940842,-4.6231127
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,21,-5.1395159,68.443954,-55.756901,-5.1395159
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,22,-5.1635685,68.514503,-59.004353,-5.1635685
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,23,-5.4364047,68.647697,-62.195232,-5.4364047
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(O)=O,1,24,-5.0410781,68.728516,-66.922684,-5.0410781
