mol,E_score1
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.266
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.52
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.615
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-108.13
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.329
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.885
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.643
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.253
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-108.319
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-108.982
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.519
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1cc(Cl)c(cc1)\C=C\c1cc(ccc1)C(O)=O,-105.216
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1cc(Cl)c(cc1)\C=C\c1cc(ccc1)C(O)=O,-106.738
