,alpha,fit_intercept,solver
0,7.211118677226514,True,sag
1,0.00020900465725361058,True,lsqr
2,8.609249122512745,True,lsqr
3,1.795614661866942,True,svd
4,2.741566972836237,True,lsqr
5,94.64498149295271,True,lsqr
6,33.47076759915475,True,cholesky
7,50.60006576314952,True,sag
8,33.74099179208678,True,sag
9,73.59246226310032,True,cholesky
