mol,rseq,mseq,S,E_conf,E_place,E_score1
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,1,-15.987345,52.23106,-47.673107,-15.987345
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,2,-17.211168,52.231064,-48.46629,-17.211168
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,3,-18.067968,52.484806,-37.907471,-18.067968
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,4,-18.867804,52.484806,-53.094002,-18.867804
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,5,-18.545216,52.713356,-44.438568,-18.545216
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,6,-18.589035,52.71336,-53.732079,-18.589035
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,7,-18.286135,53.15287,-46.067608,-18.286135
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,8,-18.246731,53.15287,-31.924719,-18.246731
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,9,-18.088688,69.687492,-25.767639,-18.088688
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,10,-17.979538,69.6875,-16.88817,-17.979538
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,11,-18.712313,69.793999,-36.749271,-18.712313
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,12,-16.794882,69.793999,-17.379118,-16.794882
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,85,-17.445738,70.576607,-36.903912,-17.445738
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,86,-19.403961,70.587288,-38.671455,-19.403961
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,87,-20.757198,70.587296,-46.690342,-20.757198
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,88,-17.470009,71.584267,-37.003654,-17.470009
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,89,-17.81723,72.092651,-37.852196,-17.81723
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,90,-19.720184,72.092659,-56.344151,-19.720184
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,91,-19.161072,72.339264,-44.627823,-19.161072
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,92,-19.920942,72.339287,-51.187508,-19.920942
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,93,-19.843208,72.462761,-53.470539,-19.843208
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,94,-17.653154,72.555466,-35.743031,-17.653154
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,95,-17.372307,72.635384,-39.674011,-17.372307
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,96,-16.883259,72.635399,-22.978554,-16.883259
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,25,-20.137127,70.91497,-46.768925,-20.137127
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,26,-19.189802,70.966347,-29.010916,-19.189802
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,27,-18.342886,70.966354,-44.196014,-18.342886
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,28,-20.054216,71.231636,-61.798504,-20.054216
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,29,-18.530895,71.231644,-38.496727,-18.530895
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,30,-17.624949,71.296158,-18.516994,-17.624949
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,31,-16.940298,71.296158,-20.97525,-16.940298
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,32,-17.501322,71.455391,-32.236935,-17.501322
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,33,-16.731201,71.455391,-30.375547,-16.731201
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,34,-18.020464,71.677147,-20.46417,-18.020464
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,35,-17.389326,71.72963,-54.961468,-17.389326
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,36,-17.679287,71.72966,-27.05703,-17.679287
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,73,-17.998388,72.828964,-44.039143,-17.998388
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,74,-19.371483,69.612289,-31.91428,-19.371483
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,75,-19.189219,69.612289,-47.044533,-19.189219
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,76,-20.767082,69.702423,-22.633417,-20.767082
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,77,-17.427143,69.702431,-36.287766,-17.427143
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,78,-19.496363,70.394554,-30.710749,-19.496363
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,79,-19.884644,70.394554,-59.199162,-19.884644
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,80,-18.168245,70.46817,-40.178871,-18.168245
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,81,-19.408813,70.468178,-42.541138,-19.408813
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,82,-19.539429,70.483887,-31.731834,-19.539429
