mol,rseq,mseq,S,E_conf,E_place,E_score1
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,1,-104.41567,52.23106,-104.41567,-104.41567
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,2,-96.84037,52.231064,-96.84037,-96.84037
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,3,-85.724289,52.484806,-85.724289,-85.724289
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,4,-94.009598,52.484806,-94.009598,-94.009598
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,5,-100.0687,52.713356,-100.0687,-100.0687
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,6,-92.993988,52.71336,-92.993988,-92.993988
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,7,-95.176086,53.15287,-95.176086,-95.176086
S=C1NC(=Nc2c1cccc2)c1cc(OC)ccc1,1,8,-80.713181,53.15287,-80.713181,-80.713181
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,9,-70.668198,69.687492,-70.668198,-70.668198
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,10,-71.88916,69.6875,-71.88916,-71.88916
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,11,-82.470505,69.793999,-82.470505,-82.470505
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,12,-78.562332,69.793999,-78.562332,-78.562332
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,85,-84.505875,70.576607,-84.505875,-84.505875
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,86,-80.270096,70.587288,-80.270096,-80.270096
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,87,-84.42836,70.587296,-84.42836,-84.42836
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,88,-68.692665,71.584267,-68.692665,-68.692665
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,89,-88.505791,72.092651,-88.505791,-88.505791
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,90,-89.591019,72.092659,-89.591019,-89.591019
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,91,-85.600731,72.339264,-85.600731,-85.600731
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,92,-86.597427,72.339287,-86.597427,-86.597427
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,93,-87.297462,72.462761,-87.297462,-87.297462
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,94,-75.172226,72.555466,-75.172226,-75.172226
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,95,-76.555214,72.635384,-76.555214,-76.555214
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccccc1,1,96,-77.118111,72.635399,-77.118111,-77.118111
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,25,-87.91008,70.91497,-87.91008,-87.91008
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,26,-82.164948,70.966347,-82.164948,-82.164948
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,27,-87.889099,70.966354,-87.889099,-87.889099
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,28,-82.49469,71.231636,-82.49469,-82.49469
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,29,-86.908096,71.231644,-86.908096,-86.908096
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,30,-79.934158,71.296158,-79.934158,-79.934158
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,31,-84.312805,71.296158,-84.312805,-84.312805
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,32,-57.334229,71.455391,-57.334229,-57.334229
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,33,-70.031044,71.455391,-70.031044,-70.031044
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,34,-89.445137,71.677147,-89.445137,-89.445137
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,35,-64.778633,71.72963,-64.778633,-64.778633
Clc1cc(ccc1Cl)CO\N=C\c1n2C=CSc2nc1-c1ccc(Cl)cc1,1,36,-72.525085,71.72966,-72.525085,-72.525085
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,121,-60.894943,71.768898,-60.894943,-60.894943
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,122,-68.252663,72.085304,-68.252663,-68.252663
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,123,-59.926434,72.08532,-59.926434,-59.926434
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,124,-83.070389,72.111115,-83.070389,-83.070389
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,125,-86.875313,72.111122,-86.875313,-86.875313
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,126,-81.053909,72.236183,-81.053909,-81.053909
Brc1ccc(cc1)-c1nc2SC=Cn2c1\C=N\OCc1cc(Cl)c(Cl)cc1,1,127,-76.504837,72.29467,-76.504837,-76.504837
