mol,rseq,mseq,S,E_conf,E_place,E_score1
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,265,-11.63109,37.259632,-77.052986,-11.63109
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,266,-11.181702,37.420467,-86.638885,-11.181702
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,267,-11.635413,37.53297,-72.773552,-11.635413
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,268,-12.09316,37.53524,-82.060974,-12.09316
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,269,-10.516909,37.585464,-61.560158,-10.516909
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,270,-11.523524,37.585499,-74.735741,-11.523524
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,271,-12.041136,37.618473,-69.464508,-12.041136
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,272,-11.91942,37.6185,-67.548622,-11.91942
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,273,-10.942036,37.653984,-85.887794,-10.942036
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,274,-10.930271,37.653999,-84.674126,-10.930271
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,275,-10.184139,37.670639,-72.926178,-10.184139
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,276,-11.552879,37.695503,-86.931206,-11.552879
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,121,-10.85198,38.712936,-47.638096,-10.85198
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,122,-11.126881,38.730354,-56.022934,-11.126881
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,123,-11.002323,38.802616,-78.227997,-11.002323
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,124,-11.736929,38.802616,-83.01297,-11.736929
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,125,-11.286101,38.803165,-65.836723,-11.286101
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,126,-10.733892,38.803211,-55.916145,-10.733892
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,127,-11.53356,38.824551,-76.929474,-11.53356
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,128,-10.302322,39.342148,-59.002502,-10.302322
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,129,-10.150681,39.342159,-51.616512,-10.150681
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,130,-11.353817,39.377922,-56.585186,-11.353817
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,131,-10.341714,39.377926,-64.36792,-10.341714
OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,132,-10.350512,39.386425,-86.343849,-10.350512
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,253,-11.177646,36.910503,-79.403641,-11.177646
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,254,-12.303806,37.011463,-73.740898,-12.303806
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,255,-11.406947,37.011482,-83.34964,-11.406947
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,256,-11.484743,37.070164,-61.745655,-11.484743
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,257,-12.456427,37.070179,-97.863213,-12.456427
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,258,-11.529289,37.144787,-44.0788,-11.529289
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,259,-11.677271,37.144794,-51.341515,-11.677271
s1c(nc(OCCOCC)c1C)-c1ccc(cc1)C(O)=O,1,260,-12.723534,37.174465,-51.290756,-12.723534
