docking_score_CHEMPLP_1DB1,docking_score_london_1DB1,docking_score_ASE_1DB1,docking_score_AHB_1DB1,docking_score_AdG_1DB1,docking_score_CHEMPLP_3KPZ,docking_score_london_3KPZ,docking_score_ASE_3KPZ,docking_score_AHB_3KPZ,docking_score_AdG_3KPZ
0.8741900524873156,0.6268901428735034,0.9082690287346846,0.5460880779178084,0.6421458996220759,0.7580264452687662,0.625167007351029,0.9066073671451694,0.6798888316140703,0.6626721505472106
0.8635257267910784,0.6779439214007558,0.9068508001689989,0.5876492641136632,0.6550133569420338,0.7855768087335111,0.6708554787360896,0.9043975785337823,0.6702248618413704,0.5916662187156799
0.8796371385793855,0.6534415342103581,0.8951874893925734,0.5481313966808713,0.5765176795712721,0.7321150046342222,0.619926759649458,0.8909450397096743,0.6730717639891071,0.5887137865295258
0.88374402374925,0.6473699028277159,0.9025936301906574,0.5187901966313581,0.5926016216676635,0.7619047248471993,0.6270604558697093,0.8995003093856422,0.639138917748764,0.6031511117112099
0.8670304078215878,0.6404744840064573,0.9093160671776874,0.5440909719247902,0.5864262263574958,0.7212934248520193,0.6237051514102692,0.9070967359815704,0.6418723590647295,0.560814972421654
0.8696564716590872,0.6332862463518176,0.9083072303615314,0.5929772960099797,0.5254939457563115,0.7248691881294099,0.6007246536926072,0.9095823391636894,0.6836462511122615,0.541710475585828
0.8806759156671697,0.6247954507261835,0.9055600787675301,0.564375175372291,0.6051732799432425,0.7625050109176227,0.6395576239171763,0.9053582609411798,0.6733793214650863,0.5801359168014275
0.8734332779861088,0.6725734923335427,0.90827365058588,0.6220251240254759,0.6779642197547359,0.7475151063157459,0.6345777596222487,0.905034843517499,0.6969960184357906,0.632555705053097
0.8754077914669107,0.6490100672120999,0.8997305431805872,0.5481589245721611,0.6103974522460252,0.7251454979476257,0.6311733530300179,0.897331190458963,0.653153459472789,0.5964912533944302
0.8828350526104904,0.6098605127090851,0.9027453992150953,0.5711867288467958,0.6140757439375437,0.7472927805706636,0.6121736147858593,0.9014870342372062,0.663427899950316,0.6075166087334507
