KR_MLP,KR_SVR,KR_RF,KR_GB,KR_RID,MLP_SVR,MLP_RF,MLP_GB,MLP_RID,SVR_RF,SVR_GB,SVR_RID,RF_GB,RF_RID,GB_RID
4.520054051780826e-09,4.922118738910132e-09,1.4527227906367099e-08,3.1418629659394117e-09,2.6641368695089167e-07,3.944252397580702e-06,0.00025209120997411586,2.1415431615820342e-07,5.8268194556758176e-08,1.1512572734019328e-06,0.015112026717379051,1.7690773052356577e-09,2.851747203427702e-07,2.7605345359053473e-09,1.2121556768114912e-10
