KR_MLP,KR_SVR,KR_RF,KR_GB,KR_RID,MLP_SVR,MLP_RF,MLP_GB,MLP_RID,SVR_RF,SVR_GB,SVR_RID,RF_GB,RF_RID,GB_RID
4.9545713006160415e-08,1.4691967989038487e-08,3.4658444643242344e-09,2.1838380783691385e-09,2.0297620249847965e-07,0.028272636781619565,0.001163801054756394,1.3780088195976196e-05,2.758706127081325e-06,1.1066406043327014e-08,1.2643035871989767e-10,5.658586562838955e-08,7.959624444449327e-06,2.337797219620112e-09,5.602697373035805e-10
