KR_MLP,KR_SVR,KR_RF,KR_GB,KR_RID,MLP_SVR,MLP_RF,MLP_GB,MLP_RID,SVR_RF,SVR_GB,SVR_RID,RF_GB,RF_RID,GB_RID
4.720196121665961e-10,4.802693888675601e-10,6.261407687139469e-09,1.058521561790657e-09,6.11454386097376e-08,0.000985609671116755,3.2386079331964272e-09,0.33229577105305214,5.832963524340974e-10,4.691878382166224e-09,0.002062472368959878,5.716319716698909e-10,2.1994344536950208e-08,5.997029315291941e-06,1.3063814186426052e-09
