,mean_docking_score_CHEMPLP_1DB1,std_docking_score_CHEMPLP_1DB1,mean_docking_score_london_1DB1,std_docking_score_london_1DB1,mean_docking_score_ASE_1DB1,std_docking_score_ASE_1DB1,mean_docking_score_AHB_1DB1,std_docking_score_AHB_1DB1,mean_docking_score_AdG_1DB1,std_docking_score_AdG_1DB1,mean_docking_score_CHEMPLP_3KPZ,std_docking_score_CHEMPLP_3KPZ,mean_docking_score_london_3KPZ,std_docking_score_london_3KPZ,mean_docking_score_ASE_3KPZ,std_docking_score_ASE_3KPZ,mean_docking_score_AHB_3KPZ,std_docking_score_AHB_3KPZ,mean_docking_score_AdG_3KPZ,std_docking_score_AdG_3KPZ
test_neg_mean_squared_error,-39.392787676861204,2.3159935309910753,-0.6294028378041945,0.045116928488154115,-2.344145201203741,0.15003203858004058,-48.623294652093435,2.7878264293273993,-2.2377796437599087,0.21153677877682828,-2.79215674177008,0.22417917954899516,-0.6186032848520908,0.03617058414821835,-2.3403228075154345,0.15641436907555414,-57.66908588385919,2.68320951586361,-2.3150454678963728,0.19138110726298033
test_neg_mean_absolute_error,-4.6554459250188005,0.10624265433228883,-0.6076352506844134,0.022132760553058205,-1.1430617023187442,0.03586019746595628,-5.250124052200546,0.15352681599979962,-0.9887543965684051,0.04284041163791825,-1.0413846218025007,0.030325842874220434,-0.604330747794956,0.020445273725046,-1.1445285031675485,0.03643529415837976,-5.753996728248131,0.13998105607869193,-1.0101235475822279,0.047327021548749945
test_r2,0.8466356677077499,0.007417213854812323,0.6577583378325137,0.013833375660007733,0.8835154121293328,0.008517363536570262,0.616176749318982,0.01471917060697579,0.5992214938457658,0.02550741973450075,0.7315615634124355,0.017199046980854844,0.6524126172749458,0.01223866018481442,0.8788320107680662,0.008755547171657614,0.6850401341626963,0.011361390811580179,0.6037217575570274,0.026181666332590222
