KR_MLP,KR_SVR,KR_RF,KR_GB,KR_RID,MLP_SVR,MLP_RF,MLP_GB,MLP_RID,SVR_RF,SVR_GB,SVR_RID,RF_GB,RF_RID,GB_RID
2.7843697672319407e-10,7.70792262878401e-11,5.624656555285523e-09,4.074814989626548e-10,1.9877936866941562e-06,4.875561526818713e-07,0.18169032820357933,0.00015671658227996244,2.3087226452073358e-07,3.658153075945849e-07,7.665905987973997e-07,1.2266840271037462e-10,4.4778481375159505e-05,9.931428922236298e-10,3.5858633266691372e-09
