KR_MLP,KR_SVR,KR_RF,KR_GB,KR_RID,MLP_SVR,MLP_RF,MLP_GB,MLP_RID,SVR_RF,SVR_GB,SVR_RID,RF_GB,RF_RID,GB_RID
6.25596707808646e-10,2.6058009118264506e-11,1.425807419014395e-11,1.9864796954088513e-11,4.679980889236889e-06,2.0404122486998842e-05,0.16004022666755865,0.31680483248567376,3.230576689018763e-08,1.8397875721238865e-05,3.4040250432332786e-06,8.356322331047897e-10,0.0016704644221131686,4.446039788410849e-10,5.269646859801587e-10
