KR_MLP,KR_SVR,KR_RF,KR_GB,KR_RID,MLP_SVR,MLP_RF,MLP_GB,MLP_RID,SVR_RF,SVR_GB,SVR_RID,RF_GB,RF_RID,GB_RID
6.173938513151952e-10,3.9112611463857453e-10,1.3688746893853793e-08,1.8025254413147268e-09,5.9518281708513875e-08,2.8315164574687855e-08,9.934425413209043e-08,0.12105876017307451,4.728490022936173e-10,4.667851656532228e-10,3.454779076480067e-08,1.1289755957162907e-10,9.829664484749696e-09,3.454303562781861e-07,8.940409657545547e-10
